age,gender,Mstatus,gradStud,trans,Flang ,Haddress,Hestatus,Plive,Fsize,Fsupport,Osupport,Medu,Fedu, Fjob,Mjob,Rclass,EIRR,PCGA,CCmember,OCmember,Mactivity,Dactivity,Aconsum,Efriend,Srec,Sother,Eresult,Hresult,Presult,gpa,tutor,Itutor,absent,Alab,Fread,Gstudy,Gwork,labInf ,IntUse,handout,refbook,lecture,internet,Edevice,advisor,uniInterest,progInterest,uniLike,deptLike
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,No,Primary education,Primary education,Farmer,Housewife,Supportive,No,Occasionally,Never,Occasionally,Never,Never,Low,Low,Very High,Low,55-69,3.00-3.49,400-449,3.00-3.49,Yes,No,Always   ,Usually,5_6,Low,Low,No,Always   ,Yes,No,No,No,Yes,Sometimes,No,No,No,No
20 – 23,Male,Separated,Yes,No,Amharic,Rural,Good,No,large,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Very often,Very often,Occasionally,Never,Never,Low,Low,High,Low,85-100,3.50- 4.00,450-499,3.50- 4.00,No,No,Never,Always   ,1_2,Low,High ,Yes,Always   ,Yes,No,No,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Primary education,Secondary education,Farmer,Merchant,Friendly,Yes,Never,Occasionally,Never,Never,Occasionally,Low,Low,Low,Medium,55-69,3.50- 4.00,400-449,3.00-3.49,Yes,No,Never,Sometimes,1_2,Low,Medium,Yes,Never,No,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Very often,Often,Often,Occasionally,Never,High,High,High,Low,55-69,3.00-3.49,400-449,2.50-2.99,Yes,No,Never,Usually,1_2,Medium,Low,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,No,No,neutral,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Occasionally,Occasionally,Never,Never,Never,Low,Low,High,High,70-84,3.50- 4.00,400-449,3.00-3.49,No,No,Never,Usually,>8 ,Low,Medium,Yes,Usually,Yes,No,No,No,Yes,Sometimes,No,No,Yes,Yes
24 – 29,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,No,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Never,Never,Never,Never,Low,Low,Low,Low,70-84,3.00-3.49,400-449,2.50-2.99,Yes,Yes,Usually,Usually,5_6,Medium,Medium,Yes,Sometimes,Yes,No,No,No,No,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,No,No,Higher education,Higher education,Health care related,Teacher,Friendly,Yes,Occasionally,Occasionally,Occasionally,Never,Never,Low,Medium,High,Low,70-84,3.00-3.49,400-449,3.50- 4.00,Yes,Yes,Sometimes,Never,5_6,Medium,Medium,Yes,Sometimes,Yes,No,No,No,No,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Occasionally,Never,Occasionally,Occasionally,Never,Low,Medium,Medium,Low,55-69,3.00-3.49,400-449,3.50- 4.00,Yes,Yes,Never,Sometimes,>8 ,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,No,Primary education,Secondary education,Farmer,Housewife,Friendly,No,Very often,Often,Occasionally,Never,Very often,Low,Medium,Low,High,85-100,3.50- 4.00,400-449,2.50-2.99,Yes,Yes,Never,Sometimes,1_2,Low,High ,Yes,Sometimes,Yes,No,No,No,Yes,Never,No,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,No,medium,No,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Occasionally,Occasionally,Low,High,Low,Medium,70-84,3.00-3.49,450-499,2.50-2.99,Yes,Yes,Sometimes,Sometimes,1_2,Low,Medium,Yes,Usually,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,Yes,Amharic,Rural,Good,Yes,medium,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Never,Very often,Low,Low,Low,Low,85-100,Less than 2.50,400-449,2.50-2.99,Yes,Yes,Sometimes,Sometimes,1_2,Medium,Medium,Yes,Usually,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Male,Married,No,No,Amharic,Urban,Bad,Yes,medium,No,No,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Occasionally,Never,Occasionally,Occasionally,Often,Low,Medium,Very High,Very High,85-100,3.00-3.49,400-449,3.50- 4.00,Yes,Yes,Never,Always   ,5_6,Medium,High ,Yes,Usually,Yes,Yes,Yes,No,Yes,Never,Yes,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,large,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Often,Never,Often,Occasionally,Never,Low,Medium,High,Low,Less than 55,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Sometimes,Always   ,3_4,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,No,Yes,Primary education,Secondary education,Farmer,Housewife,Friendly,No,Occasionally,Never,Very often,Occasionally,Never,Low,Medium,Very High,Low,70-84,3.50- 4.00,400-449,3.00-3.49,Yes,No,Never,Always   ,>8 ,Medium,High ,Yes,Sometimes,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,large,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Often,Often,Never,Never,Low,Very High,Low,Low,70-84,3.00-3.49,350-399,2.50-2.99,Yes,No,Never,Sometimes,3_4,Low,Low,Yes,Sometimes,Yes,No,No,No,Yes,Never,Yes,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,No,large,No,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Never,Often,Very often,Very often,Low,Low,Medium,Low,70-84,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Never,Usually,3_4,Medium,High ,Yes,Usually,Yes,No,No,No,Yes,Usually,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Occasionally,Never,Never,Never,Never,Low,Low,Low,Low,70-84,3.50- 4.00,450-499,3.50- 4.00,Yes,Yes,Never,Usually,1_2,Medium,Medium,Yes,Sometimes,Yes,No,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,No,medium,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Never,Never,Never,Never,Low,Low,Medium,Low,85-100,3.50- 4.00,450-499,3.50- 4.00,Yes,Yes,Never,Never,1_2,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Never,Occasionally,Never,Never,Low,Medium,Medium,High,55-69,3.50- 4.00,450-499,3.50- 4.00,Yes,No,Never,Always   ,3_4,Medium,Low,Yes,Usually,Yes,No,No,No,Yes,Sometimes,No,No,No,neutral
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Occasionally,Never,Never,Never,Never,Low,Low,Medium,Low,85-100,3.00-3.49,450-499,3.50- 4.00,Yes,Yes,Never,Always   ,5_6,Medium,Low,Yes,Always   ,Yes,No,No,No,Yes,Sometimes,No,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,No,Primary education,Primary education,Farmer,Housewife,Supportive,No,Never,Never,Often,Never,Never,Low,Low,High,High,70-84,3.50- 4.00,450-499,3.50- 4.00,Yes,Yes,Never,Never,5_6,Medium,High ,No,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,No,Yes,neutral
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Never,Never,Low,Medium,High,Medium,70-84,3.50- 4.00,450-499,2.50-2.99,No,No,Never,Sometimes,7_8,Medium,High ,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Occasionally,Never,Low,Low,Low,High,55-69,3.00-3.49,450-499,3.00-3.49,No,No,Sometimes,Usually,5_6,Low,Medium,No,Sometimes,Yes,No,No,No,Yes,Sometimes,No,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Never,Never,Never,Never,Low,Medium,Medium,Medium,70-84,3.00-3.49,450-499,2.50-2.99,Yes,Yes,Never,Sometimes,>8 ,Medium,Medium,No,Usually,No,No,Yes,No,Yes,Never,No,Yes,Yes,Yes
24 – 29,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Never,Never,Never,Occasionally,Low,Low,Low,Low,85-100,3.50- 4.00,400-449,2.50-2.99,Yes,Yes,Usually,Sometimes,1_2,Medium,Medium,Yes,Usually,Yes,No,No,No,Yes,Never,Yes,No,No,No
20 – 23,Male,Single,No,No,Amharic,Rural,Bad,No,large,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Never,Occasionally,Never,Never,Low,Low,Medium,High,70-84,3.00-3.49,450-499,3.00-3.49,Yes,Yes,Usually,Sometimes,5_6,Medium,Medium,No,Always   ,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,large,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Occasionally,Occasionally,Occasionally,Never,Medium,Medium,Low,Medium,55-69,3.00-3.49,400-449,3.00-3.49,No,No,Never,Always   ,3_4,High ,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Never,Often,Never,Never,Medium,Low,Low,Low,70-84,3.00-3.49,450-499,3.50- 4.00,No,No,Never,Always   ,>8 ,Medium,High ,No,Always   ,Yes,No,No,No,No,Never,Yes,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Occasionally,Never,Low,Low,Low,Medium,70-84,3.00-3.49,350-399,2.50-2.99,Yes,Yes,Never,Usually,3_4,High ,Medium,Yes,Sometimes,No,Yes,No,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Female,Married,No,No,Amharic,Urban,Good,Yes,medium,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Occasionally,Never,Never,Often,Occasionally,Very High,Medium,Very High,Medium,85-100,3.50- 4.00,400-449,2.00-2.49,Yes,No,Usually,Usually,3_4,High ,Low,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,No,Yes,Yes,Yes
24 – 29,Female,Single,No,Yes,Afaan Oromo,Rural,Good,Yes,large,Yes,No,Primary education,Primary education,Farmer,Housewife,Supportive,No,Very often,Occasionally,Often,Occasionally,Never,High,Medium,Medium,Low,55-69,3.00-3.49,400-449,2.50-2.99,Yes,No,Usually,Always   ,5_6,High ,Medium,No,Usually,Yes,No,No,No,Yes,Usually,Yes,No,Yes,Yes
24 – 29,Male,Married,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Often,Occasionally,Occasionally,Occasionally,Often,High,Medium,Medium,High,55-69,2.50-2.99,450-499,2.50-2.99,Yes,No,Usually,Always   ,7_8,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Always ,Yes,No,Yes,neutral
24 – 29,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Teacher,Health care related,Friendly,Yes,Never,Never,Occasionally,Very often,Occasionally,Very High,Low,High,High,70-84,2.50-2.99,450-499,2.50-2.99,No,No,Sometimes,Sometimes,5_6,Medium,High ,Yes,Never,Yes,No,No,No,Yes,Usually,No,No,Yes,Yes
24 – 29,Female,Single,Yes,No,Amharic,Urban,Bad,Yes,medium,No,No,Primary education,Higher education,Teacher,Housewife,Supportive,Yes,Occasionally,Never,Never,Often,Occasionally,Low,Low,Low,High,55-69,3.00-3.49,350-399,3.00-3.49,No,Yes,Sometimes,Never,5_6,Medium,High ,No,Sometimes,Yes,No,No,No,Yes,Sometimes,No,Yes,neutral,Yes
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Supportive,No,Occasionally,Very often,Occasionally,Occasionally,Often,Medium,High,Medium,High,70-84,3.00-3.49,350-399,3.00-3.49,Yes,Yes,Always   ,Sometimes,7_8,High ,Medium,Yes,Always   ,Yes,No,No,No,Yes,Never,Yes,No,Yes,Yes
24 – 29,Male,Single,Yes,Yes,Afaan Oromo,Rural,Good,No,medium,No,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Often,Very often,Never,Very often,Medium,Very High,Medium,Medium,55-69,3.50- 4.00,400-449,3.00-3.49,Yes,Yes,Sometimes,Always   ,5_6,Low,High ,Yes,Sometimes,Yes,No,No,No,No,Always ,Yes,Yes,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Urban,Good,No,medium,No,Yes,Higher education,Higher education,Teacher,Teacher,Friendly,No,Occasionally,Occasionally,Occasionally,Often,Often,Low,High,Medium,High,70-84,2.50-2.99,450-499,2.50-2.99,No,Yes,Sometimes,Usually,3_4,Medium,High ,No,Sometimes,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Rural,Good,No,medium,No,No,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Never,Occasionally,Never,Never,Low,Low,Medium,Medium,70-84,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Usually,Never,1_2,Low,Medium,Yes,Sometimes,No,Yes,Yes,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,No,medium,Yes,No,Higher education,Higher education,Health care related,Merchant,Friendly,Yes,Never,Occasionally,Never,Occasionally,Occasionally,Medium,Medium,Low,Medium,55-69,3.50- 4.00,400-449,3.00-3.49,Yes,Yes,Usually,Sometimes,5_6,Medium,Medium,Yes,Never,No,Yes,No,No,No,Sometimes,No,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,No,Secondary education,Secondary education,Health care related,Merchant,Friendly,Yes,Never,Never,Very often,Occasionally,Often,Low,Very High,High,Medium,70-84,3.00-3.49,450-499,3.00-3.49,Yes,Yes,Always   ,Always   ,5_6,Low,Low,Yes,Never,No,Yes,No,No,Yes,Never,No,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,large,No,No,Secondary education,Secondary education,Merchant,Housewife,Competitive,No,Never,Never,Often,Occasionally,Occasionally,High,High,Very High,Medium,55-69,3.00-3.49,400-449,3.00-3.49,No,No,Sometimes,Sometimes,>8 ,High ,High ,No,Usually,Yes,No,No,No,No,Never,No,No,No,neutral
20 – 23,Male,Single,No,No,Amharic,Rural,Bad,Yes,large,No,No,Secondary education,Secondary education,Farmer,Housewife,Friendly,No,Never,Never,Occasionally,Never,Never,Low,Low,Very High,Medium,70-84,3.00-3.49,400-449,2.50-2.99,Yes,No,Sometimes,Sometimes,5_6,Low,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Never,Often,Never,Never,Low,Low,Medium,High,70-84,3.50- 4.00,450-499,3.50- 4.00,Yes,No,Never,Always   ,5_6,Low,Medium,Yes,Usually,Yes,No,No,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Male,Single,Yes,No,Amharic,Urban,Good,Yes,medium,No,Yes,Higher education,Secondary education,Merchant,Merchant,Friendly,No,Never,Occasionally,Occasionally,Never,Never,Low,Low,Low,Medium,55-69,3.00-3.49,400-449,2.50-2.99,No,No,Sometimes,Sometimes,7_8,Low,Low,No,Sometimes,Yes,No,No,No,Yes,Never,No,No,neutral,neutral
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,large,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Never,Never,Occasionally,Occasionally,Medium,Low,Medium,Low,70-84,2.50-2.99,400-449,2.00-2.49,Yes,No,Sometimes,Sometimes,3_4,Low,Medium,Yes,Usually,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,neutral
20 – 23,Male,Single,No,No,Amharic,Urban,Bad,No,medium,No,Yes,Higher education,Primary education,Merchant,Merchant,Friendly,Yes,Never,Occasionally,Occasionally,Often,Occasionally,Medium,Low,High,Very High,70-84,3.00-3.49,400-449,3.50- 4.00,No,Yes,Usually,Never,3_4,High ,Medium,Yes,Usually,Yes,No,No,No,Yes,Never,Yes,Yes,neutral,Yes
20 – 23,Male,Single,Yes,Yes,Amharic,Rural,Good,Yes,medium,No,No,Primary education,Secondary education,Farmer,Merchant,Friendly,No,Never,Never,Occasionally,Occasionally,Never,Low,Low,High,High,70-84,3.00-3.49,400-449,3.00-3.49,No,No,Sometimes,Never,5_6,Low,Medium,No,Always   ,Yes,No,No,No,Yes,Never,Yes,No,Yes,Yes
20 – 23,Male,Married,No,No,Amharic,Urban,Bad,No,large,No,Yes,Secondary education,Primary education,Merchant,Merchant,Supportive,No,Never,Very often,Often,Never,Occasionally,Low,Medium,Medium,Medium,85-100,3.00-3.49,400-449,3.50- 4.00,Yes,Yes,Never,Never,3_4,High ,High ,Yes,Never,Yes,No,No,No,Yes,Never,Yes,Yes,No,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,No,Secondary education,Primary education,Farmer,Merchant,Friendly,No,Occasionally,Occasionally,Often,Occasionally,Never,Low,Low,Low,Low,70-84,3.50- 4.00,450-499,3.50- 4.00,Yes,Yes,Never,Always   ,3_4,Low,High ,No,Sometimes,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,large,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Occasionally,Never,Very often,Often,Occasionally,Low,Medium,Medium,Low,70-84,3.00-3.49,450-499,3.00-3.49,Yes,Yes,Never,Always   ,3_4,Low,Medium,Yes,Usually,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Supportive,No,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,High,Low,Medium,Medium,55-69,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Sometimes,Sometimes,1_2,Low,Low,Yes,Sometimes,No,No,No,Yes,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,No,No,Higher education,Higher education,Teacher,Teacher,Friendly,No,Occasionally,Never,Never,Very often,Never,Low,Medium,High,Medium,85-100,3.00-3.49,450-499,2.50-2.99,Yes,Yes,Never,Sometimes,3_4,Low,High ,Yes,Sometimes,Yes,No,No,No,Yes,Never,No,No,Yes,No
20 – 23,Male,Single,No,No,Amharic,Urban,Bad,No,medium,Yes,No,Secondary education,Secondary education,Merchant,Merchant,Friendly,No,Never,Often,Often,Never,Never,Medium,Very High,Very High,Medium,85-100,3.50- 4.00,450-499,2.50-2.99,Yes,Yes,Usually,Always   ,3_4,Medium,Medium,Yes,Always   ,Yes,No,No,No,Yes,Always ,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Occasionally,Often,Low,High,High,Very High,85-100,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Never,Sometimes,3_4,Low,Medium,Yes,Usually,Yes,No,No,No,Yes,Sometimes,No,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Never,Never,Never,Never,Low,Medium,Medium,Low,70-84,3.00-3.49,400-449,3.00-3.49,No,No,Sometimes,Sometimes,1_2,Medium,Medium,Yes,Usually,Yes,No,No,No,No,Sometimes,Yes,No,neutral,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Often,Often,Often,Often,Often,Very High,Very High,Very High,Low,85-100,2.50-2.99,400-449,3.00-3.49,Yes,Yes,Sometimes,Usually,3_4,High ,Medium,Yes,Always   ,Yes,No,No,No,Yes,Never,No,No,No,No
24 – 29,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Secondary education,Secondary education,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Occasionally,Never,Medium,High,Low,Low,85-100,3.00-3.49,450-499,2.00-2.49,Yes,Yes,Sometimes,Usually,5_6,Low,Medium,No,Always   ,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,Yes
24 – 29,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,No,Yes,Primary education,Primary education,Teacher,Housewife,Friendly,No,Never,Never,Never,Occasionally,Never,Low,High,Low,Medium,85-100,3.00-3.49,350-399,2.50-2.99,No,No,Never,Usually,5_6,Medium,High ,No,Usually,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,No
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,Yes,medium,Yes,No,Primary education,Secondary education,Farmer,Housewife,Friendly,No,Never,Never,Occasionally,Never,Never,Low,Low,Medium,Low,70-84,3.00-3.49,400-449,3.00-3.49,Yes,No,Never,Sometimes,1_2,Low,Medium,No,Sometimes,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,No,Primary education,Secondary education,Farmer,Housewife,Friendly,Yes,Never,Never,Occasionally,Occasionally,Never,Low,Low,Medium,Low,70-84,3.00-3.49,400-449,2.50-2.99,Yes,No,Never,Sometimes,5_6,Low,Medium,Yes,Sometimes,No,No,Yes,No,Yes,Sometimes,No,No,No,No
20 – 23,Male,Single,No,No,Amharic,Rural,Bad,Yes,large,No,Yes,Primary education,Secondary education,Farmer,Housewife,Friendly,Yes,Never,Occasionally,Never,Never,Never,Low,Low,Medium,Low,85-100,3.50- 4.00,350-399,3.00-3.49,Yes,Yes,Sometimes,Usually,1_2,Low,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,No,medium,No,Yes,Higher education,Higher education,Teacher,Teacher,Friendly,Yes,Never,Occasionally,Never,Often,Often,Medium,Low,Medium,Medium,70-84,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Usually,Sometimes,5_6,Medium,Low,No,Always   ,Yes,Yes,No,No,Yes,Never,Yes,No,Yes,Yes
20 – 23,Male,Single,No,Yes,Amharic,Rural,Good,Yes,medium,No,No,Primary education,Secondary education,Merchant,Housewife,Friendly,No,Never,Never,Never,Often,Occasionally,High,Low,Medium,Low,85-100,3.50- 4.00,450-499,3.50- 4.00,Yes,Yes,Sometimes,Usually,1_2,Low,Medium,Yes,Sometimes,No,Yes,No,No,Yes,Never,Yes,Yes,Yes,Yes
24 – 29,Female,Single,No,No,Amharic,Urban,Good,Yes,medium,No,No,Primary education,Primary education,Merchant,Merchant,Friendly,No,Never,Occasionally,Occasionally,Occasionally,Occasionally,Low,Medium,Medium,Medium,85-100,3.50- 4.00,400-449,3.00-3.49,Yes,No,Always   ,Always   ,7_8,Medium,Low,No,Usually,Yes,No,No,No,Yes,Sometimes,No,No,No,No
20 – 23,Female,Single,No,No,Amharic,Urban,Good,Yes,large,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Occasionally,Never,Occasionally,Occasionally,Occasionally,Low,Medium,Medium,Medium,70-84,3.00-3.49,450-499,3.00-3.49,No,No,Never,Never,3_4,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Always ,No,No,No,No
20 – 23,Female,Single,No,No,Amharic,Urban,Good,Yes,large,Yes,Yes,Primary education,Secondary education,Merchant,Merchant,Friendly,No,Never,Never,Very often,Often,Occasionally,Low,Medium,Medium,Low,55-69,3.00-3.49,450-499,2.50-2.99,Yes,Yes,Sometimes,Never,1_2,Medium,Medium,No,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,Yes,Secondary education,Primary education,Farmer,Housewife,Friendly,Yes,Occasionally,Often,Often,Often,Never,Low,Medium,Medium,Low,70-84,3.00-3.49,400-449,2.50-2.99,No,No,Sometimes,Sometimes,3_4,Medium,Medium,Yes,Sometimes,No,No,No,Yes,Yes,Sometimes,Yes,No,No,No
20 – 23,Female,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Never,Often,Often,Never,Low,Low,Low,Low,70-84,3.00-3.49,400-449,2.50-2.99,Yes,Yes,Usually,Sometimes,3_4,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Never,Yes,No,neutral,neutral
20 – 23,Female,Single,No,No,Amharic,Rural,Good,No,large,No,No,Primary education,Primary education,Merchant,Housewife,Friendly,Yes,Never,Never,Never,Occasionally,Never,Low,High,High,Low,70-84,3.00-3.49,400-449,3.00-3.49,Yes,No,Usually,Sometimes,5_6,Medium,Medium,No,Usually,Yes,No,No,No,No,Never,Yes,No,No,No
